iteration,idxS,idxE,S,E,P,overlap,overlap_score,overlap_density,real_overlap
2371,37,2,101001,000010,101011,-0-0--,2,0.3333333333333333,False
2372,37,3,101001,000100,101101,-0--0-,2,0.3333333333333333,False
2373,37,4,101001,001000,100001,-0100-,4,0.6666666666666666,False
2374,37,5,101001,010000,111001,---00-,2,0.3333333333333333,False
2375,37,6,101001,100001,001000,10-001,5,0.8333333333333334,True
2376,37,7,101001,000011,101010,-0-0-1,3,0.5,True
2377,37,8,101001,000110,101111,-0----,1,0.16666666666666666,False
2378,37,9,101001,001100,100101,-01-0-,3,0.5,False
2379,37,10,101001,011000,110001,--100-,3,0.5,False
2380,37,11,101001,110001,011000,1--001,4,0.6666666666666666,True
2381,37,12,101001,100010,001011,10-0--,3,0.5,True
2382,37,13,101001,000101,101100,-0--01,3,0.5,True
2383,37,14,101001,001010,100011,-010--,3,0.5,False
2384,37,15,101001,010100,111101,----0-,1,0.16666666666666666,False
2385,37,16,101001,101000,000001,10100-,5,0.8333333333333334,True
2386,37,17,101001,010001,111000,---001,3,0.5,True
2387,37,18,101001,100011,001010,10-0-1,4,0.6666666666666666,True
2388,37,19,101001,000111,101110,-0---1,2,0.3333333333333333,True
2389,37,20,101001,001110,100111,-01---,2,0.3333333333333333,False
2390,37,21,101001,011100,110101,--1-0-,2,0.3333333333333333,False
2391,37,22,101001,111001,010000,1-1001,5,0.8333333333333334,True
2392,37,23,101001,110010,011011,1--0--,2,0.3333333333333333,True
2393,37,24,101001,100100,001101,10--0-,3,0.5,True
2394,37,25,101001,001001,100000,-01001,5,0.8333333333333334,True
2395,37,26,101001,010010,111011,---0--,1,0.16666666666666666,False
2396,37,27,101001,100101,001100,10--01,4,0.6666666666666666,True
2397,37,28,101001,001011,100010,-010-1,4,0.6666666666666666,True
2398,37,29,101001,010110,111111,------,0,0.0,False
2399,37,30,101001,101100,000101,101-0-,4,0.6666666666666666,True
2400,37,31,101001,011001,110000,--1001,4,0.6666666666666666,True
2401,37,32,101001,110011,011010,1--0-1,3,0.5,True
2402,37,33,101001,100110,001111,10----,2,0.3333333333333333,True
2403,37,34,101001,001101,100100,-01-01,4,0.6666666666666666,True
2404,37,35,101001,011010,110011,--10--,2,0.3333333333333333,False
2405,37,36,101001,110100,011101,1---0-,2,0.3333333333333333,True
2406,37,37,101001,101001,000000,101001,6,1.0,True
2407,37,38,101001,010011,111010,---0-1,2,0.3333333333333333,True
2408,37,39,101001,100111,001110,10---1,3,0.5,True
2409,37,40,101001,001111,100110,-01--1,3,0.5,True
2410,37,41,101001,011110,110111,--1---,1,0.16666666666666666,False
2411,37,42,101001,111101,010100,1-1-01,4,0.6666666666666666,True
2412,37,43,101001,111010,010011,1-10--,3,0.5,True
2413,37,44,101001,110101,011100,1---01,3,0.5,True
2414,37,45,101001,101010,000011,1010--,4,0.6666666666666666,True
2415,37,46,101001,010101,111100,----01,2,0.3333333333333333,True
2416,37,47,101001,101011,000010,1010-1,5,0.8333333333333334,True
2417,37,48,101001,010111,111110,-----1,1,0.16666666666666666,True
2418,37,49,101001,101110,000111,101---,3,0.5,True
2419,37,50,101001,011101,110100,--1-01,3,0.5,True
2420,37,51,101001,111011,010010,1-10-1,4,0.6666666666666666,True
2421,37,52,101001,110110,011111,1-----,1,0.16666666666666666,True
2422,37,53,101001,101101,000100,101-01,5,0.8333333333333334,True
2423,37,54,101001,011011,110010,--10-1,3,0.5,True
2424,37,55,101001,110111,011110,1----1,2,0.3333333333333333,True
2425,37,56,101001,101111,000110,101--1,4,0.6666666666666666,True
2426,37,57,101001,011111,110110,--1--1,2,0.3333333333333333,True
2427,37,58,101001,111111,010110,1-1--1,3,0.5,True
2428,37,59,101001,111110,010111,1-1---,2,0.3333333333333333,True
2429,37,60,101001,111100,010101,1-1-0-,3,0.5,True
2430,37,61,101001,111000,010001,1-100-,4,0.6666666666666666,True
2431,37,62,101001,110000,011001,1--00-,3,0.5,True
2432,37,63,101001,100000,001001,10-00-,4,0.6666666666666666,True
2433,38,0,010011,000000,010011,0-00--,3,0.5,False
2434,38,1,010011,000001,010010,0-00-1,4,0.6666666666666666,True
2435,38,2,010011,000010,010001,0-001-,4,0.6666666666666666,False
2436,38,3,010011,000100,010111,0-0---,2,0.3333333333333333,False
2437,38,4,010011,001000,011011,0--0--,2,0.3333333333333333,False
2438,38,5,010011,010000,000011,0100--,4,0.6666666666666666,False
2439,38,6,010011,100001,110010,--00-1,3,0.5,True
2440,38,7,010011,000011,010000,0-0011,5,0.8333333333333334,True
2441,38,8,010011,000110,010101,0-0-1-,3,0.5,False
2442,38,9,010011,001100,011111,0-----,1,0.16666666666666666,False
2443,38,10,010011,011000,001011,01-0--,3,0.5,False
2444,38,11,010011,110001,100010,-100-1,4,0.6666666666666666,True
2445,38,12,010011,100010,110001,--001-,3,0.5,False
2446,38,13,010011,000101,010110,0-0--1,3,0.5,True
2447,38,14,010011,001010,011001,0--01-,3,0.5,False
2448,38,15,010011,010100,000111,010---,3,0.5,False
2449,38,16,010011,101000,111011,---0--,1,0.16666666666666666,False
2450,38,17,010011,010001,000010,0100-1,5,0.8333333333333334,True
2451,38,18,010011,100011,110000,--0011,4,0.6666666666666666,True
2452,38,19,010011,000111,010100,0-0-11,4,0.6666666666666666,True
2453,38,20,010011,001110,011101,0---1-,2,0.3333333333333333,False
2454,38,21,010011,011100,001111,01----,2,0.3333333333333333,False
2455,38,22,010011,111001,101010,-1-0-1,3,0.5,True
2456,38,23,010011,110010,100001,-1001-,4,0.6666666666666666,False
2457,38,24,010011,100100,110111,--0---,1,0.16666666666666666,False
2458,38,25,010011,001001,011010,0--0-1,3,0.5,True
2459,38,26,010011,010010,000001,01001-,5,0.8333333333333334,False
2460,38,27,010011,100101,110110,--0--1,2,0.3333333333333333,True
2461,38,28,010011,001011,011000,0--011,4,0.6666666666666666,True
2462,38,29,010011,010110,000101,010-1-,4,0.6666666666666666,False
2463,38,30,010011,101100,111111,------,0,0.0,False
2464,38,31,010011,011001,001010,01-0-1,4,0.6666666666666666,True
2465,38,32,010011,110011,100000,-10011,5,0.8333333333333334,True
2466,38,33,010011,100110,110101,--0-1-,2,0.3333333333333333,False
2467,38,34,010011,001101,011110,0----1,2,0.3333333333333333,True
2468,38,35,010011,011010,001001,01-01-,4,0.6666666666666666,False
2469,38,36,010011,110100,100111,-10---,2,0.3333333333333333,False
2470,38,37,010011,101001,111010,---0-1,2,0.3333333333333333,True
2471,38,38,010011,010011,000000,010011,6,1.0,True
2472,38,39,010011,100111,110100,--0-11,3,0.5,True
2473,38,40,010011,001111,011100,0---11,3,0.5,True
2474,38,41,010011,011110,001101,01--1-,3,0.5,False
2475,38,42,010011,111101,101110,-1---1,2,0.3333333333333333,True
2476,38,43,010011,111010,101001,-1-01-,3,0.5,False
2477,38,44,010011,110101,100110,-10--1,3,0.5,True
2478,38,45,010011,101010,111001,---01-,2,0.3333333333333333,False
2479,38,46,010011,010101,000110,010--1,4,0.6666666666666666,True
2480,38,47,010011,101011,111000,---011,3,0.5,True
2481,38,48,010011,010111,000100,010-11,5,0.8333333333333334,True
2482,38,49,010011,101110,111101,----1-,1,0.16666666666666666,False
2483,38,50,010011,011101,001110,01---1,3,0.5,True
2484,38,51,010011,111011,101000,-1-011,4,0.6666666666666666,True
2485,38,52,010011,110110,100101,-10-1-,3,0.5,False
2486,38,53,010011,101101,111110,-----1,1,0.16666666666666666,True
2487,38,54,010011,011011,001000,01-011,5,0.8333333333333334,True
2488,38,55,010011,110111,100100,-10-11,4,0.6666666666666666,True
2489,38,56,010011,101111,111100,----11,2,0.3333333333333333,True
2490,38,57,010011,011111,001100,01--11,4,0.6666666666666666,True
2491,38,58,010011,111111,101100,-1--11,3,0.5,True
2492,38,59,010011,111110,101101,-1--1-,2,0.3333333333333333,False
2493,38,60,010011,111100,101111,-1----,1,0.16666666666666666,False
2494,38,61,010011,111000,101011,-1-0--,2,0.3333333333333333,False
2495,38,62,010011,110000,100011,-100--,3,0.5,False
2496,38,63,010011,100000,110011,--00--,2,0.3333333333333333,False
2497,39,0,100111,000000,100111,-00---,2,0.3333333333333333,False
2498,39,1,100111,000001,100110,-00--1,3,0.5,True
2499,39,2,100111,000010,100101,-00-1-,3,0.5,False
2500,39,3,100111,000100,100011,-001--,3,0.5,False
2501,39,4,100111,001000,101111,-0----,1,0.16666666666666666,False
2502,39,5,100111,010000,110111,--0---,1,0.16666666666666666,False
2503,39,6,100111,100001,000110,100--1,4,0.6666666666666666,True
2504,39,7,100111,000011,100100,-00-11,4,0.6666666666666666,True
2505,39,8,100111,000110,100001,-0011-,4,0.6666666666666666,False
2506,39,9,100111,001100,101011,-0-1--,2,0.3333333333333333,False
2507,39,10,100111,011000,111111,------,0,0.0,False
2508,39,11,100111,110001,010110,1-0--1,3,0.5,True
2509,39,12,100111,100010,000101,100-1-,4,0.6666666666666666,True
2510,39,13,100111,000101,100010,-001-1,4,0.6666666666666666,True
2511,39,14,100111,001010,101101,-0--1-,2,0.3333333333333333,False
2512,39,15,100111,010100,110011,--01--,2,0.3333333333333333,False
2513,39,16,100111,101000,001111,10----,2,0.3333333333333333,True
2514,39,17,100111,010001,110110,--0--1,2,0.3333333333333333,True
2515,39,18,100111,100011,000100,100-11,5,0.8333333333333334,True
2516,39,19,100111,000111,100000,-00111,5,0.8333333333333334,True
2517,39,20,100111,001110,101001,-0-11-,3,0.5,False
2518,39,21,100111,011100,111011,---1--,1,0.16666666666666666,False
2519,39,22,100111,111001,011110,1----1,2,0.3333333333333333,True
2520,39,23,100111,110010,010101,1-0-1-,3,0.5,True
2521,39,24,100111,100100,000011,1001--,4,0.6666666666666666,True
2522,39,25,100111,001001,101110,-0---1,2,0.3333333333333333,True
2523,39,26,100111,010010,110101,--0-1-,2,0.3333333333333333,False
2524,39,27,100111,100101,000010,1001-1,5,0.8333333333333334,True
2525,39,28,100111,001011,101100,-0--11,3,0.5,True
2526,39,29,100111,010110,110001,--011-,3,0.5,False
2527,39,30,100111,101100,001011,10-1--,3,0.5,True
2528,39,31,100111,011001,111110,-----1,1,0.16666666666666666,True
2529,39,32,100111,110011,010100,1-0-11,4,0.6666666666666666,True
2530,39,33,100111,100110,000001,10011-,5,0.8333333333333334,True
2531,39,34,100111,001101,101010,-0-1-1,3,0.5,True
2532,39,35,100111,011010,111101,----1-,1,0.16666666666666666,False
2533,39,36,100111,110100,010011,1-01--,3,0.5,True
2534,39,37,100111,101001,001110,10---1,3,0.5,True
2535,39,38,100111,010011,110100,--0-11,3,0.5,True
2536,39,39,100111,100111,000000,100111,6,1.0,True
2537,39,40,100111,001111,101000,-0-111,4,0.6666666666666666,True
2538,39,41,100111,011110,111001,---11-,2,0.3333333333333333,False
2539,39,42,100111,111101,011010,1--1-1,3,0.5,True
2540,39,43,100111,111010,011101,1---1-,2,0.3333333333333333,True
2541,39,44,100111,110101,010010,1-01-1,4,0.6666666666666666,True
2542,39,45,100111,101010,001101,10--1-,3,0.5,True
2543,39,46,100111,010101,110010,--01-1,3,0.5,True
2544,39,47,100111,101011,001100,10--11,4,0.6666666666666666,True
2545,39,48,100111,010111,110000,--0111,4,0.6666666666666666,True
2546,39,49,100111,101110,001001,10-11-,4,0.6666666666666666,True
2547,39,50,100111,011101,111010,---1-1,2,0.3333333333333333,True
2548,39,51,100111,111011,011100,1---11,3,0.5,True
2549,39,52,100111,110110,010001,1-011-,4,0.6666666666666666,True
2550,39,53,100111,101101,001010,10-1-1,4,0.6666666666666666,True
2551,39,54,100111,011011,111100,----11,2,0.3333333333333333,True
2552,39,55,100111,110111,010000,1-0111,5,0.8333333333333334,True
2553,39,56,100111,101111,001000,10-111,5,0.8333333333333334,True
2554,39,57,100111,011111,111000,---111,3,0.5,True
2555,39,58,100111,111111,011000,1--111,4,0.6666666666666666,True
2556,39,59,100111,111110,011001,1--11-,3,0.5,True
2557,39,60,100111,111100,011011,1--1--,2,0.3333333333333333,True
2558,39,61,100111,111000,011111,1-----,1,0.16666666666666666,True
2559,39,62,100111,110000,010111,1-0---,2,0.3333333333333333,True
2560,39,63,100111,100000,000111,100---,3,0.5,True
2561,40,0,001111,000000,001111,00----,2,0.3333333333333333,False
2562,40,1,001111,000001,001110,00---1,3,0.5,True
2563,40,2,001111,000010,001101,00--1-,3,0.5,False
2564,40,3,001111,000100,001011,00-1--,3,0.5,False
2565,40,4,001111,001000,000111,001---,3,0.5,False
2566,40,5,001111,010000,011111,0-----,1,0.16666666666666666,False
2567,40,6,001111,100001,101110,-0---1,2,0.3333333333333333,True
2568,40,7,001111,000011,001100,00--11,4,0.6666666666666666,True
2569,40,8,001111,000110,001001,00-11-,4,0.6666666666666666,False
2570,40,9,001111,001100,000011,0011--,4,0.6666666666666666,False
2571,40,10,001111,011000,010111,0-1---,2,0.3333333333333333,False
2572,40,11,001111,110001,111110,-----1,1,0.16666666666666666,True
2573,40,12,001111,100010,101101,-0--1-,2,0.3333333333333333,False
2574,40,13,001111,000101,001010,00-1-1,4,0.6666666666666666,True
2575,40,14,001111,001010,000101,001-1-,4,0.6666666666666666,False
2576,40,15,001111,010100,011011,0--1--,2,0.3333333333333333,False
2577,40,16,001111,101000,100111,-01---,2,0.3333333333333333,False
2578,40,17,001111,010001,011110,0----1,2,0.3333333333333333,True
2579,40,18,001111,100011,101100,-0--11,3,0.5,True
2580,40,19,001111,000111,001000,00-111,5,0.8333333333333334,True
2581,40,20,001111,001110,000001,00111-,5,0.8333333333333334,False
2582,40,21,001111,011100,010011,0-11--,3,0.5,False
2583,40,22,001111,111001,110110,--1--1,2,0.3333333333333333,True
2584,40,23,001111,110010,111101,----1-,1,0.16666666666666666,False
2585,40,24,001111,100100,101011,-0-1--,2,0.3333333333333333,False
2586,40,25,001111,001001,000110,001--1,4,0.6666666666666666,True
2587,40,26,001111,010010,011101,0---1-,2,0.3333333333333333,False
2588,40,27,001111,100101,101010,-0-1-1,3,0.5,True
2589,40,28,001111,001011,000100,001-11,5,0.8333333333333334,True
2590,40,29,001111,010110,011001,0--11-,3,0.5,False
2591,40,30,001111,101100,100011,-011--,3,0.5,False
2592,40,31,001111,011001,010110,0-1--1,3,0.5,True
2593,40,32,001111,110011,111100,----11,2,0.3333333333333333,True
2594,40,33,001111,100110,101001,-0-11-,3,0.5,False
2595,40,34,001111,001101,000010,0011-1,5,0.8333333333333334,True
2596,40,35,001111,011010,010101,0-1-1-,3,0.5,False
2597,40,36,001111,110100,111011,---1--,1,0.16666666666666666,False
2598,40,37,001111,101001,100110,-01--1,3,0.5,True
2599,40,38,001111,010011,011100,0---11,3,0.5,True
2600,40,39,001111,100111,101000,-0-111,4,0.6666666666666666,True
2601,40,40,001111,001111,000000,001111,6,1.0,True
2602,40,41,001111,011110,010001,0-111-,4,0.6666666666666666,False
2603,40,42,001111,111101,110010,--11-1,3,0.5,True
2604,40,43,001111,111010,110101,--1-1-,2,0.3333333333333333,False
2605,40,44,001111,110101,111010,---1-1,2,0.3333333333333333,True
2606,40,45,001111,101010,100101,-01-1-,3,0.5,False
2607,40,46,001111,010101,011010,0--1-1,3,0.5,True
2608,40,47,001111,101011,100100,-01-11,4,0.6666666666666666,True
2609,40,48,001111,010111,011000,0--111,4,0.6666666666666666,True
2610,40,49,001111,101110,100001,-0111-,4,0.6666666666666666,False
2611,40,50,001111,011101,010010,0-11-1,4,0.6666666666666666,True
2612,40,51,001111,111011,110100,--1-11,3,0.5,True
2613,40,52,001111,110110,111001,---11-,2,0.3333333333333333,False
2614,40,53,001111,101101,100010,-011-1,4,0.6666666666666666,True
2615,40,54,001111,011011,010100,0-1-11,4,0.6666666666666666,True
2616,40,55,001111,110111,111000,---111,3,0.5,True
2617,40,56,001111,101111,100000,-01111,5,0.8333333333333334,True
2618,40,57,001111,011111,010000,0-1111,5,0.8333333333333334,True
2619,40,58,001111,111111,110000,--1111,4,0.6666666666666666,True
2620,40,59,001111,111110,110001,--111-,3,0.5,False
2621,40,60,001111,111100,110011,--11--,2,0.3333333333333333,False
2622,40,61,001111,111000,110111,--1---,1,0.16666666666666666,False
2623,40,62,001111,110000,111111,------,0,0.0,False
2624,40,63,001111,100000,101111,-0----,1,0.16666666666666666,False
2625,41,0,011110,000000,011110,0----0,2,0.3333333333333333,False
2626,41,1,011110,000001,011111,0-----,1,0.16666666666666666,False
2627,41,2,011110,000010,011100,0---10,3,0.5,False
2628,41,3,011110,000100,011010,0--1-0,3,0.5,False
2629,41,4,011110,001000,010110,0-1--0,3,0.5,False
2630,41,5,011110,010000,001110,01---0,3,0.5,False
2631,41,6,011110,100001,111111,------,0,0.0,False
2632,41,7,011110,000011,011101,0---1-,2,0.3333333333333333,False
2633,41,8,011110,000110,011000,0--110,4,0.6666666666666666,False
2634,41,9,011110,001100,010010,0-11-0,4,0.6666666666666666,False
2635,41,10,011110,011000,000110,011--0,4,0.6666666666666666,False
2636,41,11,011110,110001,101111,-1----,1,0.16666666666666666,False
2637,41,12,011110,100010,111100,----10,2,0.3333333333333333,False
2638,41,13,011110,000101,011011,0--1--,2,0.3333333333333333,False
2639,41,14,011110,001010,010100,0-1-10,4,0.6666666666666666,False
2640,41,15,011110,010100,001010,01-1-0,4,0.6666666666666666,False
2641,41,16,011110,101000,110110,--1--0,2,0.3333333333333333,False
2642,41,17,011110,010001,001111,01----,2,0.3333333333333333,False
2643,41,18,011110,100011,111101,----1-,1,0.16666666666666666,False
2644,41,19,011110,000111,011001,0--11-,3,0.5,False
2645,41,20,011110,001110,010000,0-1110,5,0.8333333333333334,False
2646,41,21,011110,011100,000010,0111-0,5,0.8333333333333334,False
2647,41,22,011110,111001,100111,-11---,2,0.3333333333333333,False
2648,41,23,011110,110010,101100,-1--10,3,0.5,False
2649,41,24,011110,100100,111010,---1-0,2,0.3333333333333333,False
2650,41,25,011110,001001,010111,0-1---,2,0.3333333333333333,False
2651,41,26,011110,010010,001100,01--10,4,0.6666666666666666,False
2652,41,27,011110,100101,111011,---1--,1,0.16666666666666666,False
2653,41,28,011110,001011,010101,0-1-1-,3,0.5,False
2654,41,29,011110,010110,001000,01-110,5,0.8333333333333334,False
2655,41,30,011110,101100,110010,--11-0,3,0.5,False
2656,41,31,011110,011001,000111,011---,3,0.5,False
2657,41,32,011110,110011,101101,-1--1-,2,0.3333333333333333,False
2658,41,33,011110,100110,111000,---110,3,0.5,False
2659,41,34,011110,001101,010011,0-11--,3,0.5,False
2660,41,35,011110,011010,000100,011-10,5,0.8333333333333334,False
2661,41,36,011110,110100,101010,-1-1-0,3,0.5,False
2662,41,37,011110,101001,110111,--1---,1,0.16666666666666666,False
2663,41,38,011110,010011,001101,01--1-,3,0.5,False
2664,41,39,011110,100111,111001,---11-,2,0.3333333333333333,False
2665,41,40,011110,001111,010001,0-111-,4,0.6666666666666666,False
2666,41,41,011110,011110,000000,011110,6,1.0,False
2667,41,42,011110,111101,100011,-111--,3,0.5,False
2668,41,43,011110,111010,100100,-11-10,4,0.6666666666666666,False
2669,41,44,011110,110101,101011,-1-1--,2,0.3333333333333333,False
2670,41,45,011110,101010,110100,--1-10,3,0.5,False
2671,41,46,011110,010101,001011,01-1--,3,0.5,False
2672,41,47,011110,101011,110101,--1-1-,2,0.3333333333333333,False
2673,41,48,011110,010111,001001,01-11-,4,0.6666666666666666,False
2674,41,49,011110,101110,110000,--1110,4,0.6666666666666666,False
2675,41,50,011110,011101,000011,0111--,4,0.6666666666666666,False
2676,41,51,011110,111011,100101,-11-1-,3,0.5,False
2677,41,52,011110,110110,101000,-1-110,4,0.6666666666666666,False
2678,41,53,011110,101101,110011,--11--,2,0.3333333333333333,False
2679,41,54,011110,011011,000101,011-1-,4,0.6666666666666666,False
2680,41,55,011110,110111,101001,-1-11-,3,0.5,False
2681,41,56,011110,101111,110001,--111-,3,0.5,False
