iteration,idxS,idxE,S,E,P,overlap,overlap_score,overlap_density,real_overlap
1935,30,14,101100,001010,100110,-01--0,3,0.5,False
1936,30,15,101100,010100,111000,---100,3,0.5,False
1937,30,16,101100,101000,000100,101-00,5,0.8333333333333334,True
1938,30,17,101100,010001,111101,----0-,1,0.16666666666666666,False
1939,30,18,101100,100011,001111,10----,2,0.3333333333333333,True
1940,30,19,101100,000111,101011,-0-1--,2,0.3333333333333333,False
1941,30,20,101100,001110,100010,-011-0,4,0.6666666666666666,False
1942,30,21,101100,011100,110000,--1100,4,0.6666666666666666,False
1943,30,22,101100,111001,010101,1-1-0-,3,0.5,True
1944,30,23,101100,110010,011110,1----0,2,0.3333333333333333,True
1945,30,24,101100,100100,001000,10-100,5,0.8333333333333334,True
1946,30,25,101100,001001,100101,-01-0-,3,0.5,False
1947,30,26,101100,010010,111110,-----0,1,0.16666666666666666,False
1948,30,27,101100,100101,001001,10-10-,4,0.6666666666666666,True
1949,30,28,101100,001011,100111,-01---,2,0.3333333333333333,False
1950,30,29,101100,010110,111010,---1-0,2,0.3333333333333333,False
1951,30,30,101100,101100,000000,101100,6,1.0,True
1952,30,31,101100,011001,110101,--1-0-,2,0.3333333333333333,False
1953,30,32,101100,110011,011111,1-----,1,0.16666666666666666,True
1954,30,33,101100,100110,001010,10-1-0,4,0.6666666666666666,True
1955,30,34,101100,001101,100001,-0110-,4,0.6666666666666666,False
1956,30,35,101100,011010,110110,--1--0,2,0.3333333333333333,False
1957,30,36,101100,110100,011000,1--100,4,0.6666666666666666,True
1958,30,37,101100,101001,000101,101-0-,4,0.6666666666666666,True
1959,30,38,101100,010011,111111,------,0,0.0,False
1960,30,39,101100,100111,001011,10-1--,3,0.5,True
1961,30,40,101100,001111,100011,-011--,3,0.5,False
1962,30,41,101100,011110,110010,--11-0,3,0.5,False
1963,30,42,101100,111101,010001,1-110-,4,0.6666666666666666,True
1964,30,43,101100,111010,010110,1-1--0,3,0.5,True
1965,30,44,101100,110101,011001,1--10-,3,0.5,True
1966,30,45,101100,101010,000110,101--0,4,0.6666666666666666,True
1967,30,46,101100,010101,111001,---10-,2,0.3333333333333333,False
1968,30,47,101100,101011,000111,101---,3,0.5,True
1969,30,48,101100,010111,111011,---1--,1,0.16666666666666666,False
1970,30,49,101100,101110,000010,1011-0,5,0.8333333333333334,True
1971,30,50,101100,011101,110001,--110-,3,0.5,False
1972,30,51,101100,111011,010111,1-1---,2,0.3333333333333333,True
1973,30,52,101100,110110,011010,1--1-0,3,0.5,True
1974,30,53,101100,101101,000001,10110-,5,0.8333333333333334,True
1975,30,54,101100,011011,110111,--1---,1,0.16666666666666666,False
1976,30,55,101100,110111,011011,1--1--,2,0.3333333333333333,True
1977,30,56,101100,101111,000011,1011--,4,0.6666666666666666,True
1978,30,57,101100,011111,110011,--11--,2,0.3333333333333333,False
1979,30,58,101100,111111,010011,1-11--,3,0.5,True
1980,30,59,101100,111110,010010,1-11-0,4,0.6666666666666666,True
1981,30,60,101100,111100,010000,1-1100,5,0.8333333333333334,True
1982,30,61,101100,111000,010100,1-1-00,4,0.6666666666666666,True
1983,30,62,101100,110000,011100,1---00,3,0.5,True
1984,30,63,101100,100000,001100,10--00,4,0.6666666666666666,True
1985,31,0,011001,000000,011001,0--00-,3,0.5,False
1986,31,1,011001,000001,011000,0--001,4,0.6666666666666666,True
1987,31,2,011001,000010,011011,0--0--,2,0.3333333333333333,False
1988,31,3,011001,000100,011101,0---0-,2,0.3333333333333333,False
1989,31,4,011001,001000,010001,0-100-,4,0.6666666666666666,False
1990,31,5,011001,010000,001001,01-00-,4,0.6666666666666666,False
1991,31,6,011001,100001,111000,---001,3,0.5,True
1992,31,7,011001,000011,011010,0--0-1,3,0.5,True
1993,31,8,011001,000110,011111,0-----,1,0.16666666666666666,False
1994,31,9,011001,001100,010101,0-1-0-,3,0.5,False
1995,31,10,011001,011000,000001,01100-,5,0.8333333333333334,False
1996,31,11,011001,110001,101000,-1-001,4,0.6666666666666666,True
1997,31,12,011001,100010,111011,---0--,1,0.16666666666666666,False
1998,31,13,011001,000101,011100,0---01,3,0.5,True
1999,31,14,011001,001010,010011,0-10--,3,0.5,False
2000,31,15,011001,010100,001101,01--0-,3,0.5,False
2001,31,16,011001,101000,110001,--100-,3,0.5,False
2002,31,17,011001,010001,001000,01-001,5,0.8333333333333334,True
2003,31,18,011001,100011,111010,---0-1,2,0.3333333333333333,True
2004,31,19,011001,000111,011110,0----1,2,0.3333333333333333,True
2005,31,20,011001,001110,010111,0-1---,2,0.3333333333333333,False
2006,31,21,011001,011100,000101,011-0-,4,0.6666666666666666,False
2007,31,22,011001,111001,100000,-11001,5,0.8333333333333334,True
2008,31,23,011001,110010,101011,-1-0--,2,0.3333333333333333,False
2009,31,24,011001,100100,111101,----0-,1,0.16666666666666666,False
2010,31,25,011001,001001,010000,0-1001,5,0.8333333333333334,True
2011,31,26,011001,010010,001011,01-0--,3,0.5,False
2012,31,27,011001,100101,111100,----01,2,0.3333333333333333,True
2013,31,28,011001,001011,010010,0-10-1,4,0.6666666666666666,True
2014,31,29,011001,010110,001111,01----,2,0.3333333333333333,False
2015,31,30,011001,101100,110101,--1-0-,2,0.3333333333333333,False
2016,31,31,011001,011001,000000,011001,6,1.0,True
2017,31,32,011001,110011,101010,-1-0-1,3,0.5,True
2018,31,33,011001,100110,111111,------,0,0.0,False
2019,31,34,011001,001101,010100,0-1-01,4,0.6666666666666666,True
2020,31,35,011001,011010,000011,0110--,4,0.6666666666666666,False
2021,31,36,011001,110100,101101,-1--0-,2,0.3333333333333333,False
2022,31,37,011001,101001,110000,--1001,4,0.6666666666666666,True
2023,31,38,011001,010011,001010,01-0-1,4,0.6666666666666666,True
2024,31,39,011001,100111,111110,-----1,1,0.16666666666666666,True
2025,31,40,011001,001111,010110,0-1--1,3,0.5,True
2026,31,41,011001,011110,000111,011---,3,0.5,False
2027,31,42,011001,111101,100100,-11-01,4,0.6666666666666666,True
2028,31,43,011001,111010,100011,-110--,3,0.5,False
2029,31,44,011001,110101,101100,-1--01,3,0.5,True
2030,31,45,011001,101010,110011,--10--,2,0.3333333333333333,False
2031,31,46,011001,010101,001100,01--01,4,0.6666666666666666,True
2032,31,47,011001,101011,110010,--10-1,3,0.5,True
2033,31,48,011001,010111,001110,01---1,3,0.5,True
2034,31,49,011001,101110,110111,--1---,1,0.16666666666666666,False
2035,31,50,011001,011101,000100,011-01,5,0.8333333333333334,True
2036,31,51,011001,111011,100010,-110-1,4,0.6666666666666666,True
2037,31,52,011001,110110,101111,-1----,1,0.16666666666666666,False
2038,31,53,011001,101101,110100,--1-01,3,0.5,True
2039,31,54,011001,011011,000010,0110-1,5,0.8333333333333334,True
2040,31,55,011001,110111,101110,-1---1,2,0.3333333333333333,True
2041,31,56,011001,101111,110110,--1--1,2,0.3333333333333333,True
2042,31,57,011001,011111,000110,011--1,4,0.6666666666666666,True
2043,31,58,011001,111111,100110,-11--1,3,0.5,True
2044,31,59,011001,111110,100111,-11---,2,0.3333333333333333,False
2045,31,60,011001,111100,100101,-11-0-,3,0.5,False
2046,31,61,011001,111000,100001,-1100-,4,0.6666666666666666,False
2047,31,62,011001,110000,101001,-1-00-,3,0.5,False
2048,31,63,011001,100000,111001,---00-,2,0.3333333333333333,False
2049,32,0,110011,000000,110011,--00--,2,0.3333333333333333,False
2050,32,1,110011,000001,110010,--00-1,3,0.5,True
2051,32,2,110011,000010,110001,--001-,3,0.5,False
2052,32,3,110011,000100,110111,--0---,1,0.16666666666666666,False
2053,32,4,110011,001000,111011,---0--,1,0.16666666666666666,False
2054,32,5,110011,010000,100011,-100--,3,0.5,False
2055,32,6,110011,100001,010010,1-00-1,4,0.6666666666666666,True
2056,32,7,110011,000011,110000,--0011,4,0.6666666666666666,True
2057,32,8,110011,000110,110101,--0-1-,2,0.3333333333333333,False
2058,32,9,110011,001100,111111,------,0,0.0,False
2059,32,10,110011,011000,101011,-1-0--,2,0.3333333333333333,False
2060,32,11,110011,110001,000010,1100-1,5,0.8333333333333334,True
2061,32,12,110011,100010,010001,1-001-,4,0.6666666666666666,True
2062,32,13,110011,000101,110110,--0--1,2,0.3333333333333333,True
2063,32,14,110011,001010,111001,---01-,2,0.3333333333333333,False
2064,32,15,110011,010100,100111,-10---,2,0.3333333333333333,False
2065,32,16,110011,101000,011011,1--0--,2,0.3333333333333333,True
2066,32,17,110011,010001,100010,-100-1,4,0.6666666666666666,True
2067,32,18,110011,100011,010000,1-0011,5,0.8333333333333334,True
2068,32,19,110011,000111,110100,--0-11,3,0.5,True
2069,32,20,110011,001110,111101,----1-,1,0.16666666666666666,False
2070,32,21,110011,011100,101111,-1----,1,0.16666666666666666,False
2071,32,22,110011,111001,001010,11-0-1,4,0.6666666666666666,True
2072,32,23,110011,110010,000001,11001-,5,0.8333333333333334,True
2073,32,24,110011,100100,010111,1-0---,2,0.3333333333333333,True
2074,32,25,110011,001001,111010,---0-1,2,0.3333333333333333,True
2075,32,26,110011,010010,100001,-1001-,4,0.6666666666666666,False
2076,32,27,110011,100101,010110,1-0--1,3,0.5,True
2077,32,28,110011,001011,111000,---011,3,0.5,True
2078,32,29,110011,010110,100101,-10-1-,3,0.5,False
2079,32,30,110011,101100,011111,1-----,1,0.16666666666666666,True
2080,32,31,110011,011001,101010,-1-0-1,3,0.5,True
2081,32,32,110011,110011,000000,110011,6,1.0,True
2082,32,33,110011,100110,010101,1-0-1-,3,0.5,True
2083,32,34,110011,001101,111110,-----1,1,0.16666666666666666,True
2084,32,35,110011,011010,101001,-1-01-,3,0.5,False
2085,32,36,110011,110100,000111,110---,3,0.5,True
2086,32,37,110011,101001,011010,1--0-1,3,0.5,True
2087,32,38,110011,010011,100000,-10011,5,0.8333333333333334,True
2088,32,39,110011,100111,010100,1-0-11,4,0.6666666666666666,True
2089,32,40,110011,001111,111100,----11,2,0.3333333333333333,True
2090,32,41,110011,011110,101101,-1--1-,2,0.3333333333333333,False
2091,32,42,110011,111101,001110,11---1,3,0.5,True
2092,32,43,110011,111010,001001,11-01-,4,0.6666666666666666,True
2093,32,44,110011,110101,000110,110--1,4,0.6666666666666666,True
2094,32,45,110011,101010,011001,1--01-,3,0.5,True
2095,32,46,110011,010101,100110,-10--1,3,0.5,True
2096,32,47,110011,101011,011000,1--011,4,0.6666666666666666,True
2097,32,48,110011,010111,100100,-10-11,4,0.6666666666666666,True
2098,32,49,110011,101110,011101,1---1-,2,0.3333333333333333,True
2099,32,50,110011,011101,101110,-1---1,2,0.3333333333333333,True
2100,32,51,110011,111011,001000,11-011,5,0.8333333333333334,True
2101,32,52,110011,110110,000101,110-1-,4,0.6666666666666666,True
2102,32,53,110011,101101,011110,1----1,2,0.3333333333333333,True
2103,32,54,110011,011011,101000,-1-011,4,0.6666666666666666,True
2104,32,55,110011,110111,000100,110-11,5,0.8333333333333334,True
2105,32,56,110011,101111,011100,1---11,3,0.5,True
2106,32,57,110011,011111,101100,-1--11,3,0.5,True
2107,32,58,110011,111111,001100,11--11,4,0.6666666666666666,True
2108,32,59,110011,111110,001101,11--1-,3,0.5,True
2109,32,60,110011,111100,001111,11----,2,0.3333333333333333,True
2110,32,61,110011,111000,001011,11-0--,3,0.5,True
2111,32,62,110011,110000,000011,1100--,4,0.6666666666666666,True
2112,32,63,110011,100000,010011,1-00--,3,0.5,True
2113,33,0,100110,000000,100110,-00--0,3,0.5,False
2114,33,1,100110,000001,100111,-00---,2,0.3333333333333333,False
2115,33,2,100110,000010,100100,-00-10,4,0.6666666666666666,False
2116,33,3,100110,000100,100010,-001-0,4,0.6666666666666666,False
2117,33,4,100110,001000,101110,-0---0,2,0.3333333333333333,False
2118,33,5,100110,010000,110110,--0--0,2,0.3333333333333333,False
2119,33,6,100110,100001,000111,100---,3,0.5,True
2120,33,7,100110,000011,100101,-00-1-,3,0.5,False
2121,33,8,100110,000110,100000,-00110,5,0.8333333333333334,False
2122,33,9,100110,001100,101010,-0-1-0,3,0.5,False
2123,33,10,100110,011000,111110,-----0,1,0.16666666666666666,False
2124,33,11,100110,110001,010111,1-0---,2,0.3333333333333333,True
2125,33,12,100110,100010,000100,100-10,5,0.8333333333333334,True
2126,33,13,100110,000101,100011,-001--,3,0.5,False
2127,33,14,100110,001010,101100,-0--10,3,0.5,False
2128,33,15,100110,010100,110010,--01-0,3,0.5,False
2129,33,16,100110,101000,001110,10---0,3,0.5,True
2130,33,17,100110,010001,110111,--0---,1,0.16666666666666666,False
2131,33,18,100110,100011,000101,100-1-,4,0.6666666666666666,True
2132,33,19,100110,000111,100001,-0011-,4,0.6666666666666666,False
2133,33,20,100110,001110,101000,-0-110,4,0.6666666666666666,False
2134,33,21,100110,011100,111010,---1-0,2,0.3333333333333333,False
2135,33,22,100110,111001,011111,1-----,1,0.16666666666666666,True
2136,33,23,100110,110010,010100,1-0-10,4,0.6666666666666666,True
2137,33,24,100110,100100,000010,1001-0,5,0.8333333333333334,True
2138,33,25,100110,001001,101111,-0----,1,0.16666666666666666,False
2139,33,26,100110,010010,110100,--0-10,3,0.5,False
2140,33,27,100110,100101,000011,1001--,4,0.6666666666666666,True
2141,33,28,100110,001011,101101,-0--1-,2,0.3333333333333333,False
2142,33,29,100110,010110,110000,--0110,4,0.6666666666666666,False
2143,33,30,100110,101100,001010,10-1-0,4,0.6666666666666666,True
2144,33,31,100110,011001,111111,------,0,0.0,False
2145,33,32,100110,110011,010101,1-0-1-,3,0.5,True
2146,33,33,100110,100110,000000,100110,6,1.0,True
2147,33,34,100110,001101,101011,-0-1--,2,0.3333333333333333,False
2148,33,35,100110,011010,111100,----10,2,0.3333333333333333,False
2149,33,36,100110,110100,010010,1-01-0,4,0.6666666666666666,True
2150,33,37,100110,101001,001111,10----,2,0.3333333333333333,True
2151,33,38,100110,010011,110101,--0-1-,2,0.3333333333333333,False
2152,33,39,100110,100111,000001,10011-,5,0.8333333333333334,True
2153,33,40,100110,001111,101001,-0-11-,3,0.5,False
2154,33,41,100110,011110,111000,---110,3,0.5,False
2155,33,42,100110,111101,011011,1--1--,2,0.3333333333333333,True
2156,33,43,100110,111010,011100,1---10,3,0.5,True
2157,33,44,100110,110101,010011,1-01--,3,0.5,True
2158,33,45,100110,101010,001100,10--10,4,0.6666666666666666,True
2159,33,46,100110,010101,110011,--01--,2,0.3333333333333333,False
2160,33,47,100110,101011,001101,10--1-,3,0.5,True
2161,33,48,100110,010111,110001,--011-,3,0.5,False
2162,33,49,100110,101110,001000,10-110,5,0.8333333333333334,True
2163,33,50,100110,011101,111011,---1--,1,0.16666666666666666,False
2164,33,51,100110,111011,011101,1---1-,2,0.3333333333333333,True
2165,33,52,100110,110110,010000,1-0110,5,0.8333333333333334,True
2166,33,53,100110,101101,001011,10-1--,3,0.5,True
2167,33,54,100110,011011,111101,----1-,1,0.16666666666666666,False
2168,33,55,100110,110111,010001,1-011-,4,0.6666666666666666,True
2169,33,56,100110,101111,001001,10-11-,4,0.6666666666666666,True
2170,33,57,100110,011111,111001,---11-,2,0.3333333333333333,False
2171,33,58,100110,111111,011001,1--11-,3,0.5,True
2172,33,59,100110,111110,011000,1--110,4,0.6666666666666666,True
2173,33,60,100110,111100,011010,1--1-0,3,0.5,True
2174,33,61,100110,111000,011110,1----0,2,0.3333333333333333,True
2175,33,62,100110,110000,010110,1-0--0,3,0.5,True
2176,33,63,100110,100000,000110,100--0,4,0.6666666666666666,True
2177,34,0,001101,000000,001101,00--0-,3,0.5,False
2178,34,1,001101,000001,001100,00--01,4,0.6666666666666666,True
2179,34,2,001101,000010,001111,00----,2,0.3333333333333333,False
2180,34,3,001101,000100,001001,00-10-,4,0.6666666666666666,False
2181,34,4,001101,001000,000101,001-0-,4,0.6666666666666666,False
2182,34,5,001101,010000,011101,0---0-,2,0.3333333333333333,False
2183,34,6,001101,100001,101100,-0--01,3,0.5,True
2184,34,7,001101,000011,001110,00---1,3,0.5,True
2185,34,8,001101,000110,001011,00-1--,3,0.5,False
2186,34,9,001101,001100,000001,00110-,5,0.8333333333333334,False
2187,34,10,001101,011000,010101,0-1-0-,3,0.5,False
2188,34,11,001101,110001,111100,----01,2,0.3333333333333333,True
2189,34,12,001101,100010,101111,-0----,1,0.16666666666666666,False
2190,34,13,001101,000101,001000,00-101,5,0.8333333333333334,True
2191,34,14,001101,001010,000111,001---,3,0.5,False
2192,34,15,001101,010100,011001,0--10-,3,0.5,False
2193,34,16,001101,101000,100101,-01-0-,3,0.5,False
2194,34,17,001101,010001,011100,0---01,3,0.5,True
2195,34,18,001101,100011,101110,-0---1,2,0.3333333333333333,True
2196,34,19,001101,000111,001010,00-1-1,4,0.6666666666666666,True
2197,34,20,001101,001110,000011,0011--,4,0.6666666666666666,False
2198,34,21,001101,011100,010001,0-110-,4,0.6666666666666666,False
2199,34,22,001101,111001,110100,--1-01,3,0.5,True
2200,34,23,001101,110010,111111,------,0,0.0,False
2201,34,24,001101,100100,101001,-0-10-,3,0.5,False
2202,34,25,001101,001001,000100,001-01,5,0.8333333333333334,True
2203,34,26,001101,010010,011111,0-----,1,0.16666666666666666,False
2204,34,27,001101,100101,101000,-0-101,4,0.6666666666666666,True
2205,34,28,001101,001011,000110,001--1,4,0.6666666666666666,True
2206,34,29,001101,010110,011011,0--1--,2,0.3333333333333333,False
2207,34,30,001101,101100,100001,-0110-,4,0.6666666666666666,False
2208,34,31,001101,011001,010100,0-1-01,4,0.6666666666666666,True
2209,34,32,001101,110011,111110,-----1,1,0.16666666666666666,True
2210,34,33,001101,100110,101011,-0-1--,2,0.3333333333333333,False
2211,34,34,001101,001101,000000,001101,6,1.0,True
2212,34,35,001101,011010,010111,0-1---,2,0.3333333333333333,False
2213,34,36,001101,110100,111001,---10-,2,0.3333333333333333,False
2214,34,37,001101,101001,100100,-01-01,4,0.6666666666666666,True
2215,34,38,001101,010011,011110,0----1,2,0.3333333333333333,True
2216,34,39,001101,100111,101010,-0-1-1,3,0.5,True
2217,34,40,001101,001111,000010,0011-1,5,0.8333333333333334,True
2218,34,41,001101,011110,010011,0-11--,3,0.5,False
2219,34,42,001101,111101,110000,--1101,4,0.6666666666666666,True
2220,34,43,001101,111010,110111,--1---,1,0.16666666666666666,False
2221,34,44,001101,110101,111000,---101,3,0.5,True
2222,34,45,001101,101010,100111,-01---,2,0.3333333333333333,False
2223,34,46,001101,010101,011000,0--101,4,0.6666666666666666,True
2224,34,47,001101,101011,100110,-01--1,3,0.5,True
2225,34,48,001101,010111,011010,0--1-1,3,0.5,True
2226,34,49,001101,101110,100011,-011--,3,0.5,False
2227,34,50,001101,011101,010000,0-1101,5,0.8333333333333334,True
2228,34,51,001101,111011,110110,--1--1,2,0.3333333333333333,True
2229,34,52,001101,110110,111011,---1--,1,0.16666666666666666,False
2230,34,53,001101,101101,100000,-01101,5,0.8333333333333334,True
2231,34,54,001101,011011,010110,0-1--1,3,0.5,True
2232,34,55,001101,110111,111010,---1-1,2,0.3333333333333333,True
2233,34,56,001101,101111,100010,-011-1,4,0.6666666666666666,True
2234,34,57,001101,011111,010010,0-11-1,4,0.6666666666666666,True
2235,34,58,001101,111111,110010,--11-1,3,0.5,True
2236,34,59,001101,111110,110011,--11--,2,0.3333333333333333,False
2237,34,60,001101,111100,110001,--110-,3,0.5,False
2238,34,61,001101,111000,110101,--1-0-,2,0.3333333333333333,False
2239,34,62,001101,110000,111101,----0-,1,0.16666666666666666,False
2240,34,63,001101,100000,101101,-0--0-,2,0.3333333333333333,False
2241,35,0,011010,000000,011010,0--0-0,3,0.5,False
2242,35,1,011010,000001,011011,0--0--,2,0.3333333333333333,False
2243,35,2,011010,000010,011000,0--010,4,0.6666666666666666,False
2244,35,3,011010,000100,011110,0----0,2,0.3333333333333333,False
2245,35,4,011010,001000,010010,0-10-0,4,0.6666666666666666,False
2246,35,5,011010,010000,001010,01-0-0,4,0.6666666666666666,False
2247,35,6,011010,100001,111011,---0--,1,0.16666666666666666,False
2248,35,7,011010,000011,011001,0--01-,3,0.5,False
2249,35,8,011010,000110,011100,0---10,3,0.5,False
2250,35,9,011010,001100,010110,0-1--0,3,0.5,False
2251,35,10,011010,011000,000010,0110-0,5,0.8333333333333334,False
2252,35,11,011010,110001,101011,-1-0--,2,0.3333333333333333,False
2253,35,12,011010,100010,111000,---010,3,0.5,False
2254,35,13,011010,000101,011111,0-----,1,0.16666666666666666,False
2255,35,14,011010,001010,010000,0-1010,5,0.8333333333333334,False
2256,35,15,011010,010100,001110,01---0,3,0.5,False
2257,35,16,011010,101000,110010,--10-0,3,0.5,False
2258,35,17,011010,010001,001011,01-0--,3,0.5,False
2259,35,18,011010,100011,111001,---01-,2,0.3333333333333333,False
2260,35,19,011010,000111,011101,0---1-,2,0.3333333333333333,False
2261,35,20,011010,001110,010100,0-1-10,4,0.6666666666666666,False
2262,35,21,011010,011100,000110,011--0,4,0.6666666666666666,False
2263,35,22,011010,111001,100011,-110--,3,0.5,False
2264,35,23,011010,110010,101000,-1-010,4,0.6666666666666666,False
2265,35,24,011010,100100,111110,-----0,1,0.16666666666666666,False
2266,35,25,011010,001001,010011,0-10--,3,0.5,False
2267,35,26,011010,010010,001000,01-010,5,0.8333333333333334,False
2268,35,27,011010,100101,111111,------,0,0.0,False
2269,35,28,011010,001011,010001,0-101-,4,0.6666666666666666,False
2270,35,29,011010,010110,001100,01--10,4,0.6666666666666666,False
2271,35,30,011010,101100,110110,--1--0,2,0.3333333333333333,False
2272,35,31,011010,011001,000011,0110--,4,0.6666666666666666,False
2273,35,32,011010,110011,101001,-1-01-,3,0.5,False
2274,35,33,011010,100110,111100,----10,2,0.3333333333333333,False
2275,35,34,011010,001101,010111,0-1---,2,0.3333333333333333,False
2276,35,35,011010,011010,000000,011010,6,1.0,False
2277,35,36,011010,110100,101110,-1---0,2,0.3333333333333333,False
2278,35,37,011010,101001,110011,--10--,2,0.3333333333333333,False
2279,35,38,011010,010011,001001,01-01-,4,0.6666666666666666,False
2280,35,39,011010,100111,111101,----1-,1,0.16666666666666666,False
2281,35,40,011010,001111,010101,0-1-1-,3,0.5,False
2282,35,41,011010,011110,000100,011-10,5,0.8333333333333334,False
2283,35,42,011010,111101,100111,-11---,2,0.3333333333333333,False
2284,35,43,011010,111010,100000,-11010,5,0.8333333333333334,False
2285,35,44,011010,110101,101111,-1----,1,0.16666666666666666,False
2286,35,45,011010,101010,110000,--1010,4,0.6666666666666666,False
2287,35,46,011010,010101,001111,01----,2,0.3333333333333333,False
2288,35,47,011010,101011,110001,--101-,3,0.5,False
2289,35,48,011010,010111,001101,01--1-,3,0.5,False
2290,35,49,011010,101110,110100,--1-10,3,0.5,False
2291,35,50,011010,011101,000111,011---,3,0.5,False
2292,35,51,011010,111011,100001,-1101-,4,0.6666666666666666,False
2293,35,52,011010,110110,101100,-1--10,3,0.5,False
2294,35,53,011010,101101,110111,--1---,1,0.16666666666666666,False
2295,35,54,011010,011011,000001,01101-,5,0.8333333333333334,False
2296,35,55,011010,110111,101101,-1--1-,2,0.3333333333333333,False
2297,35,56,011010,101111,110101,--1-1-,2,0.3333333333333333,False
2298,35,57,011010,011111,000101,011-1-,4,0.6666666666666666,False
2299,35,58,011010,111111,100101,-11-1-,3,0.5,False
2300,35,59,011010,111110,100100,-11-10,4,0.6666666666666666,False
2301,35,60,011010,111100,100110,-11--0,3,0.5,False
2302,35,61,011010,111000,100010,-110-0,4,0.6666666666666666,False
2303,35,62,011010,110000,101010,-1-0-0,3,0.5,False
2304,35,63,011010,100000,111010,---0-0,2,0.3333333333333333,False
2305,36,0,110100,000000,110100,--0-00,3,0.5,False
2306,36,1,110100,000001,110101,--0-0-,2,0.3333333333333333,False
2307,36,2,110100,000010,110110,--0--0,2,0.3333333333333333,False
2308,36,3,110100,000100,110000,--0100,4,0.6666666666666666,False
2309,36,4,110100,001000,111100,----00,2,0.3333333333333333,False
2310,36,5,110100,010000,100100,-10-00,4,0.6666666666666666,False
2311,36,6,110100,100001,010101,1-0-0-,3,0.5,True
2312,36,7,110100,000011,110111,--0---,1,0.16666666666666666,False
2313,36,8,110100,000110,110010,--01-0,3,0.5,False
2314,36,9,110100,001100,111000,---100,3,0.5,False
2315,36,10,110100,011000,101100,-1--00,3,0.5,False
2316,36,11,110100,110001,000101,110-0-,4,0.6666666666666666,True
2317,36,12,110100,100010,010110,1-0--0,3,0.5,True
2318,36,13,110100,000101,110001,--010-,3,0.5,False
2319,36,14,110100,001010,111110,-----0,1,0.16666666666666666,False
2320,36,15,110100,010100,100000,-10100,5,0.8333333333333334,False
2321,36,16,110100,101000,011100,1---00,3,0.5,True
2322,36,17,110100,010001,100101,-10-0-,3,0.5,False
2323,36,18,110100,100011,010111,1-0---,2,0.3333333333333333,True
2324,36,19,110100,000111,110011,--01--,2,0.3333333333333333,False
2325,36,20,110100,001110,111010,---1-0,2,0.3333333333333333,False
2326,36,21,110100,011100,101000,-1-100,4,0.6666666666666666,False
2327,36,22,110100,111001,001101,11--0-,3,0.5,True
2328,36,23,110100,110010,000110,110--0,4,0.6666666666666666,True
2329,36,24,110100,100100,010000,1-0100,5,0.8333333333333334,True
2330,36,25,110100,001001,111101,----0-,1,0.16666666666666666,False
2331,36,26,110100,010010,100110,-10--0,3,0.5,False
2332,36,27,110100,100101,010001,1-010-,4,0.6666666666666666,True
2333,36,28,110100,001011,111111,------,0,0.0,False
2334,36,29,110100,010110,100010,-101-0,4,0.6666666666666666,False
2335,36,30,110100,101100,011000,1--100,4,0.6666666666666666,True
2336,36,31,110100,011001,101101,-1--0-,2,0.3333333333333333,False
2337,36,32,110100,110011,000111,110---,3,0.5,True
2338,36,33,110100,100110,010010,1-01-0,4,0.6666666666666666,True
2339,36,34,110100,001101,111001,---10-,2,0.3333333333333333,False
2340,36,35,110100,011010,101110,-1---0,2,0.3333333333333333,False
2341,36,36,110100,110100,000000,110100,6,1.0,True
2342,36,37,110100,101001,011101,1---0-,2,0.3333333333333333,True
2343,36,38,110100,010011,100111,-10---,2,0.3333333333333333,False
2344,36,39,110100,100111,010011,1-01--,3,0.5,True
2345,36,40,110100,001111,111011,---1--,1,0.16666666666666666,False
2346,36,41,110100,011110,101010,-1-1-0,3,0.5,False
2347,36,42,110100,111101,001001,11-10-,4,0.6666666666666666,True
2348,36,43,110100,111010,001110,11---0,3,0.5,True
2349,36,44,110100,110101,000001,11010-,5,0.8333333333333334,True
2350,36,45,110100,101010,011110,1----0,2,0.3333333333333333,True
2351,36,46,110100,010101,100001,-1010-,4,0.6666666666666666,False
2352,36,47,110100,101011,011111,1-----,1,0.16666666666666666,True
2353,36,48,110100,010111,100011,-101--,3,0.5,False
2354,36,49,110100,101110,011010,1--1-0,3,0.5,True
2355,36,50,110100,011101,101001,-1-10-,3,0.5,False
2356,36,51,110100,111011,001111,11----,2,0.3333333333333333,True
2357,36,52,110100,110110,000010,1101-0,5,0.8333333333333334,True
2358,36,53,110100,101101,011001,1--10-,3,0.5,True
2359,36,54,110100,011011,101111,-1----,1,0.16666666666666666,False
2360,36,55,110100,110111,000011,1101--,4,0.6666666666666666,True
2361,36,56,110100,101111,011011,1--1--,2,0.3333333333333333,True
2362,36,57,110100,011111,101011,-1-1--,2,0.3333333333333333,False
2363,36,58,110100,111111,001011,11-1--,3,0.5,True
2364,36,59,110100,111110,001010,11-1-0,4,0.6666666666666666,True
2365,36,60,110100,111100,001000,11-100,5,0.8333333333333334,True
2366,36,61,110100,111000,001100,11--00,4,0.6666666666666666,True
2367,36,62,110100,110000,000100,110-00,5,0.8333333333333334,True
2368,36,63,110100,100000,010100,1-0-00,4,0.6666666666666666,True
2369,37,0,101001,000000,101001,-0-00-,3,0.5,False
2370,37,1,101001,000001,101000,-0-001,4,0.6666666666666666,True
